Season,Episode,Speaker,To,Line,Location
7,1,Sophie,Mark,Is it OK?,Theatre
7,1,Mark,Sophie,Yeah.,Theatre
7,1,Sophie,Mark,Yeah?,Theatre
7,1,Mark,Sophie,"All... good, all great.",Theatre
7,1,Mark,Mark,The screen's there for a reason. There's a reason they put Guantanamo on Cuba.,Theatre
7,1,Theatre Nurse,Sophie,"Now you might feel a bit of a tug, baby's coming out.",Theatre
7,1,Sophie,Mark,"OK, oh, it's like someone's doing the washing up. Yeah, I can feel that.",Theatre
7,1,Mark,Mark,"Yeah, I imagine so, because a human being is being heaved out of your body. Oh, my goodness.",Theatre
7,1,Theatre Nurse,Mark,Do you want to cut the cord?,Theatre
7,1,Mark,Theatre Nurse,Er...,Theatre
7,1,Mark,Mark,No! Do you want to do some credit rating or work in a Mexican restaurant? Let's stick to our jobs!,Theatre
7,1,Mark,Theatre Nurse,Do people normally- ?,Theatre
7,1,Theatre Nurse,Mark,Yep.,Theatre
7,1,Sophie,Mark,"Go on, Mark.",Theatre
7,1,Mark,Sophie,"Oh, OK.",Theatre
7,1,Mark,Mark,"Great, bet I do it wrong and they laugh. Humiliated in front of my son within ten seconds of his birth.",Theatre
7,1,Mark,Theatre Nurse,"Wow, it's sinewy.",Theatre
7,1,Mark,Mark,"God, I can't get any purchase. Thought it would be like Sarah Ferguson, cutting a ribbon, but it's much more meaty, like sawing a dog's leg in half. Oh, my God, there he is, I've got a baby. Maybe, maybe I might be a good person from now on. That might be a good idea. Yeah, lead a wholesome life and be a decent citizen and make the whole world OK, and yeah, this is a biggie, this is definitely a biggie. Maybe my son can sort climate change. He might figure out cold fusion! Not as one of the main guys, that's unrealistic, but in an administrative capacity.",Theatre
7,1,Jeremy,Mark,"Oh, my God, you're a dad.",Theatre
7,1,Mark,Jeremy,I know.,Theatre
7,1,Jeremy,Mark,"Wow. Listen, this probably doesn't matter right now, but Hans called.",Theatre
7,1,Mark,Jeremy,Oh?,Theatre
7,1,Jeremy,Mark,"It's all sorted, new boilers up and running and there's minimal water damage. He sent a photo.",Theatre
7,1,Mark,Jeremy,Minimal water damage?,Theatre
7,1,Jeremy,Mark,Minimal water damage.,Theatre
7,1,Midwife,Mark,"Here you go, here's your son.",Theatre
7,1,Mark,Mark,"Oh, my God.",Theatre
7,1,Mark,Jeremy,My son. Minimal water damage.,Theatre
7,2,Jeremy,Jeremy,"Wow, me and Hans in band. First jam the Man Feelings. The only thing is, why did I say I could play the sax? I can't play the sax. I bet I could manage a couple of toots, it's basically just a big metal kazoo. How come Denton got the bongos? It's not fair, anyone could bang shit. Give a chimpanzee a double espresso and you've got yourself a drummer. Gotta enter the jam. Well that was a disaster. But, can't back down now.",Living Room
7,2,Super Hans,Jeremy,"Jez, mate, can you stop jamming?",Living Room
7,2,Jeremy,Super Hans,You can't stop someone from jamming. That's against jam law.,Living Room
7,2,Super Hans,Jeremy,"Dude, that's not jam. That's just total fucking marmalade.",Living Room
7,2,Jeremy,Super Hans,"OK I'm gonna stop jamming now, but only because my jam is complete and I wish to have a cup of tea.",Living Room
7,2,Jeremy,Jeremy,"Yeah, take that. Little do they know, I'm actually probably gonna have a coffee.",Living Room
7,2,Mark,Mark,"Got to have the equipment when the baby comes to stay. The empty buggy, I feel like a maniac whose just dumped his baby in the corner of JD Sports with a rusk and ten euros tapped to it.",Outside
7,2,Gerrard,Mark,Yeah so I've been hanging out here quit a bit since I got my redundant. It's cool.,Fantasy Model Shop
7,2,Mark,Gerrard,Yeah it is cool.,Fantasy Model Shop
7,2,Mark,Mark,"More like a honey trap for social retards. When the Normalo Nazis firebomb these places, the geek race will be wiped out forever.",Fantasy Model Shop
7,2,Mark,Gerrard,So what was the amazing Dobby news that you had to tell me in person?,Fantasy Model Shop
7,2,Gerrard,Mark,"Well, the news is, Mark...",Fantasy Model Shop
7,2,Mark,Gerrard,"Don't do the X-Factor on me, Gerrard.",Fantasy Model Shop
7,2,Gerrard,Mark,Dobby's got a boyfriend.,Fantasy Model Shop
7,2,Mark,Gerrard,"Oh, God. Really?",Fantasy Model Shop
7,2,Gerrard,Mark,"His name's Simon and he's younger, slimmer, better looking, and more fashionable than us.",Fantasy Model Shop
7,2,Mark,Mark,"Us? I'm several social ranks your senior. That's the whole basis of our relationship, Gerrard.",Fantasy Model Shop
7,2,Mark,Gerrard,"So, what's he like?",Fantasy Model Shop
7,2,Gerrard,Mark,Graphic designer.,Fantasy Model Shop
7,2,Mark,Gerrard,"Oh, please. ""Hello, can I redesign your logo?"" ""Yes, that'll be a hundred thousand pounds for a squiggle.""",Fantasy Model Shop
7,2,Mark,Mark,Wish I was a graphic designer.,Fantasy Model Shop
7,2,Gerrard,Mark,And he drives an Audi.,Fantasy Model Shop
7,2,Mark,Mark,But of course.,Fantasy Model Shop
7,2,Mark,Gerrard,"""Vorsprung dick Technik"".",Fantasy Model Shop
7,2,Mark,Mark,Wish I had an Audi.,Fantasy Model Shop
7,2,Gerrard,Mark,"Maybe it's a good thing, a wake up call. Maybe for guys like us, Dobby was always a pipe dream.",Fantasy Model Shop
7,2,Mark,Mark,"Don't pull me into your filthy bath water, I'm a player.",Fantasy Model Shop
7,2,Gerrard,Mark,"It may surprise you to know, but the truth is until I was twenty-six, I'd never been with a woman.",Fantasy Model Shop
7,2,Mark,Gerrard,"Uh, yes you do surprise me.",Fantasy Model Shop
7,2,Mark,Mark,You've been with a woman?,Fantasy Model Shop
7,2,Mark,Gerrard,"Yeah, I guess over the years I've had a bit of a tough time with the ladies.",Fantasy Model Shop
7,2,Gerrard,Mark,Really?,Fantasy Model Shop
7,2,Mark,Gerrard,"I've done some mad shit though. I remember there was this one time at Uni and I was trying it on with this chick and getting nowhere, so I pulled the old palm reading routine, physical contact. Ended up going back to her place. Sweet.",Fantasy Model Shop
7,2,Gerrard,Mark,"God, really?",Fantasy Model Shop
7,2,Mark,Gerrard,Oh yeah.,Fantasy Model Shop
7,2,Mark,Mark,Then I talked to her all night about my mother's suspected infidelities until I started to cry.,Fantasy Model Shop
7,2,Mark,Gerrard,I've got a million stories like that.,Fantasy Model Shop
7,2,Gerrard,Mark,"Oh, wow. They've got Stalin.",Fantasy Model Shop
7,2,Mark,Gerrard,What?,Fantasy Model Shop
7,2,Gerrard,Mark,They haven't had Uncle Joe in for a while. It's nice detail.,Fantasy Model Shop
7,2,Mark,Gerrard,"Yeah, the detail's not bad.",Fantasy Model Shop
7,2,Mark,Mark,"Danger, Mark.",Fantasy Model Shop
7,2,Gerrard,Mark,"It's all right Mark, they're not toys, they're just models of historical interest. Wow, look, FDR!",Fantasy Model Shop
7,2,Mark,Gerrard,Right. God. Well they're not really my thing.,Fantasy Model Shop
7,2,Gerrard,Mark,"If you bought FDR, we could get together and model Yalta.",Fantasy Model Shop
7,2,Mark,Gerrard,Yeah? I mean I suppose if you were really keen.,Fantasy Model Shop
7,2,Mark,Mark,"I do want the FDR doll, but is it crossing a line? Oh my God, my heart's racing. It's like when I bought my first twenty-sided die.",Fantasy Model Shop
7,2,Mark,Games Shop Assistant,"I'd like to buy an FDR doll, please.",Fantasy Model Shop
7,2,Games Shop Assistant,Mark,Of course.,Fantasy Model Shop
7,2,Mark,Games Shop Assistant,"It's for my son, he's a big fan of the New Deal, so...",Fantasy Model Shop
7,2,Gerrard,Games Shop Assistant,"Just grab us a couple of Cybermen while you're up in your little stool there, will you, pal? They're not for playing with, obviously. Just gonna keep them in mint condition, in their boxes.",Fantasy Model Shop
7,2,Games Shop Assistant,Gerrard,"Yeah, course you are, mate.",Fantasy Model Shop
7,2,Ben,Jeremy,"We wanted to say thank you, Jez, for being there for Zahra while I was unconscious.",Restaurant
7,2,Jeremy,Ben,"Oh, no worries.",Restaurant
7,2,Jeremy,Jeremy,How can I steal your girlfriend? How can I steal your girlfriend?,Restaurant
7,2,Ben,Jeremy,"Tell you though man, my pace of life, sometimes you need to pull a coma just to chow down on some serious chilling.",Restaurant
7,2,Jeremy,Ben,Word.,Restaurant
7,2,Jeremy,Jeremy,"I liked you a lot more when you were unconscious, Ben. That was a great look for you.",Restaurant
7,2,Zahra,Jeremy,"We want to show you our gratitude, Jez.",Restaurant
7,2,Ben,Jeremy,We want to make you an offer.,Restaurant
7,2,Jeremy,Jeremy,"Threesome, probably. God, it's like being offered a tiramisu and a dead kitten on the same plate.",Restaurant
7,2,Ben,Jeremy,"Did Zahra tell you about my website? It's a music portal, five figure hit rate. Hey, I must be doing something right. Ha ha ha ha.",Restaurant
7,2,Jeremy,Jeremy,Massive twat.,Restaurant
7,2,Jeremy,Ben,"Yeah, well, I've always believed the internet is actually gonna be pretty big.",Restaurant
7,2,Ben,Jeremy,I could use someone to do website management.,Restaurant
7,2,Jeremy,Jeremy,I don't want a job.,Restaurant
7,2,Zahra,Jeremy,"I don't work there, but I'm around all the time, and it's like a little family.",Restaurant
7,2,Jeremy,Ben,I would like a job.,Restaurant
7,2,Ben,Jeremy,"You'll be focused on keeping the portal ticking over, but you'll get a little pot for developing new artists.",Restaurant
7,2,Jeremy,Ben,I'd be... head of the label?,Restaurant
7,2,Ben,Jeremy,"Yeah, I guess Jez, you'll be, er, head of the label.",Restaurant
7,2,Jeremy,Jeremy,"This is brilliant! I could do the job, have an affair, juggle them both till it all blows up in my stupid face.",Restaurant
7,2,Jeremy,Jeremy,"Yes Shakira, I'm Jeremy and you're actually very much too poppy for my taste, but it you suck this, I might put you out on my label.",Hall
7,2,Gerrard,Mark,"Put FDR next to Stalin like that, and I can put a Cyberman here.",Mark's Room
7,2,Mark,Gerrard,What's that?,Mark's Room
7,2,Gerrard,Mark,That's just a Cyberman attacking Roosevelt.,Mark's Room
7,2,Mark,Gerrard,"I feel uneasy about the noises, Gerrard. Anyway, would a Cyberman attack Roosevelt?",Mark's Room
7,2,Gerrard,Mark,"He's a Cyberman, Mark. He's devoid of all human emotion, concerned only with the preservation of his own race. Of course he'd attack Roosevelt.",Mark's Room
7,2,Mark,Jeremy,"Oh, hi Jez.",Mark's Room
7,2,Jeremy,Mark,"Sorry to interrupt you playing, boys.",Mark's Room
7,2,Mark,Jeremy,"We're not, were just arranging our models... with some noises. Anyway, what are you doing back from your new job so early? Fired already?",Mark's Room
7,2,Jeremy,Mark,"I'm back so early because I have the coolest job in the world and Ben is the coolest boss in the world. I asked him when I should come in tomorrow, and he said, ""whenever you can make it"". His motto is ""The work never starts.""",Mark's Room
7,2,Mark,Jeremy,That's his motto? What's his annual turnover?,Mark's Room
7,2,Jeremy,Mark,"Who gives a shit? We don't make money, money makes us.",Mark's Room
7,2,Mark,Jeremy,What does that even mean?,Mark's Room
7,2,Jeremy,Mark,It means I'm gonna light up a fatty and crack open my brand new X-Box. Good luck with the regression session.,Mark's Room
7,2,Mark,Jeremy,"Look, I'm sorry if in an infantilised world I've somehow ended up with a non-cool toys, but why exactly is arranging a model of the greatest liberal hero of the twentieth century somehow less cool than pretending on a computer that you're a Russian pimp stealing imaginary cars.",Mark's Room
7,2,Jeremy,Mark,"I don't know, dude. I don't make the rules. Enjoy playing soldiers and wanking over Dobby on Facebook.",Mark's Room
7,2,Mark,Jeremy,"For God's sake, Jeremy, that's disgusting.",Mark's Room
7,2,Gerrard,Mark,"Did you ever actually, er...",Mark's Room
7,2,Mark,Gerrard,"Well, you know, on occasion.",Mark's Room
7,2,Gerrard,Mark,"Corfu '06? It's cool, man. I mean, I've never actually gone that far myself, but, everything's cool in Dobby Club.",Mark's Room
7,2,Mark,Mark,"Ah, we're the Dobby Club. Or the Dobby ring. Can two people be a ring?",Mark's Room
7,2,Super Hans,Others,I am in loco parentis. I am the last remaining contestant on The Apprentice. I am the home-trained dentist. Aya ya ya ya ya ya ya ya ya ya ya ya...,Pub
7,2,Gerrard,Mark,Should we go and join the happy couple?,Pub
7,2,Mark,Gerrard,Why ever not?,Pub
7,2,Mark,Mark,Relationship commandos wreaking havoc behind enemy lines.,Pub
7,2,Dobby,Mark,Hi guys! Thanks for tipping us off about tonight. Mental.,Pub
7,2,Mark,Dobby,Our pleasure.,Pub
7,2,Simon,Mark,"Yeah, the band were incredible.",Pub
7,2,Gerrard,Simon,"Yes, we saw you dancing.",Pub
7,2,Dobby,Simon,Weren't they amazing?,Pub
7,2,Simon,Dobby,"Sorry, Dobs, did you really...? I thought we were dancing sarcastically.",Pub
7,2,Dobby,Simon,"Oh no, that was my real dancing. Did you not like them?",Pub
7,2,Simon,Dobby,That was your actual dancing?,Pub
7,2,Gerrard,Dobby,"Yes, it's funny isn't it, when one half of a couple likes something but the other just doesn't get it?",Pub
7,2,Dobby,Gerrard,"Well, opposites attract.",Pub
7,2,Mark,Mark,The cracks are starting to show. The cracks are starting to show!,Pub
7,2,Jeremy,Super Hans,"So listen, you know since you, uh... invited me out of the band, I've got this job.",Pub
7,2,Super Hans,Jeremy,"Yeah, we heard. That's uh, that's great you could make it down. Bit of a weird one, we had to uh... invite you out of the band.",Pub
7,2,Jeremy,Super Hans,"Yeah, well eggs is eggs.",Pub
7,2,Jeremy,Jeremy,Is that a thing?,Pub
7,2,Jeremy,Super Hans,"Obviously I've got this er, development pot.",Pub
7,2,Super Hans,Jeremy,"So, what, you might sign us? Like we even care.",Pub
7,2,Jeremy,Super Hans,"Look, you're on my radar.",Pub
7,2,Jeremy,Jeremy,Ha ha. I'm the emperor now.,Pub
7,2,Jeremy,Super Hans,"But um, the look's not really working for me.",Pub
7,2,Super Hans,Jeremy,"What uh, what kind of look do you think we should go for?",Pub
7,2,Jeremy,Super Hans,I was thinking...,Pub
7,2,Jeremy,Jeremy,what was I thinking?,Pub
7,2,Jeremy,Super Hans,Zoot suits.,Pub
7,2,Super Hans,Jeremy,Zoot suits?,Pub
7,2,Jeremy,Super Hans,"Definitely zoot suits, and um, also the name. I mean, ""Man Feelings""?",Pub
7,2,Super Hans,Jeremy,"That's our USP, 'cause we're all men, and we have feelings. We're a group of men, with feelings, who play in a band. We're like The Chili Peppers. Or the... can't think of another band full of dudes right now, but er, there are loads.",Pub
7,2,Jeremy,Super Hans,"Hm, I was thinking something more distinctive.",Pub
7,2,Super Hans,Jeremy,Like what?,Pub
7,2,Jeremy,Super Hans,"Like ""Danny Dyer's Chocolate Homunculus"".",Pub
7,2,Super Hans,Jeremy,"Danny Dyer's Chocolate Homunculus. Um, is it a deal breaker?",Pub
7,2,Jeremy,Super Hans,It could be a deal-breaker. It certainly a game-changer.,Pub
7,2,Jeremy,Jeremy,I sound so important.,Pub
7,2,Jeremy,Super Hans,"Suit yourselves, boys. I've got other fish to fry, in my... frying pan.",Pub
7,2,Jeremy,Jeremy,"Sweet exit line. Now, to find the exit. I can't really see a thing with these on. Can I turn that into a little dance? Nope, play it cool.",Pub
7,2,Super Hans,Jeremy,"Jez, look, um, if you sign us, I'll persuade them about the suits and go with the name, deal?",Pub
7,2,Jeremy,Super Hans,"Yeah, there is one other thing. Your bongo guy. He sucks ass. You need a shit hop bongista and I think I know where to find one. You get me?",Pub
7,2,Mark,Gerrard,"Nice work bringing up renewable energy, Gerrard. Looks like they're having a full and frank discussion.",Pub
7,2,Gerrard,Mark,"Simple bit of research. Someone's winning out of climate change. But listen, Mark, we ought to decide, you know if it breaks down, which of the Dobby club gets first dibs on Dobs?",Pub
7,2,Mark,Gerrard,"Um, right yeah, good point.",Pub
7,2,Mark,Mark,"This is it, this is my Yalta. Dobby's Poland, I'm wily Stalin. Out-foxing sickly FDR.",Pub
7,2,Gerrard,Mark,What say you to a coin toss?,Pub
7,2,Mark,Gerrard,Why not?,Pub
7,2,Mark,Mark,"Except, is FDR dead by Yalta? Gerrard's Truman with the A bomb. Relax Mark, not actually at Yalta.",Pub
7,2,Gerrard,Mark,Heads or tails?,Pub
7,2,Mark,Gerrard,"Heads, obviously.",Pub
7,2,Mark,Mark,"If I win, I win. If I lose, I'll simply ignore it. Stalin's prerogative.",Pub
7,2,Gerrard,Mark,"Uh, heads. You win, Mark.",Pub
7,2,Mark,Gerrard,"Too bad. Well, to this unshakable pact of brothers do we swear enduring honour. Yes?",Pub
7,2,Mark,Mark,"Dobby, where in cyberspace are you? No updates for seventy-two hours. Is this a bit like stalking? Stalking's a very loaded term. I prefer to think of it as an extreme liking.",Mark's Room
7,2,Jeremy,Mark,Hiya.,Mark's Room
7,2,Mark,Jeremy,"Jez? It's twelve on a Saturday, and you're up? You've been out? Are you tripping?",Mark's Room
7,2,Jeremy,Mark,Phone rang at seven. He wanted me to go into the office.,Mark's Room
7,2,Mark,Jeremy,But I thought work never starts?,Mark's Room
